session_duration,page_clicks,base_fare_usd,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,user_id
2.95,24,983.25,31,0,1,1,0,0.9192318043646961,0.9472640199354259,-0.028032215570729768,Do Not Disturb,0.9409266878699829,No Discount (Sure Thing),389759
2.75,22,549.65,41,0,0,1,1,0.9382972664532708,0.949839573235241,-0.011542306781970213,Sure Thing,0.9476330199926131,No Discount (Sure Thing),437069
3.4,27,679.25,39,1,0,1,0,0.9391101926437194,0.948379721659309,-0.009269529015589528,Sure Thing,0.9476088763148561,No Discount (Sure Thing),471687
6.216666666666667,50,359.83,30,0,0,1,0,0.9187724039750623,0.9410275352110395,-0.02225513123597722,Do Not Disturb,0.9427443646577836,No Discount (Sure Thing),485658
2.1,17,54.16,43,1,0,1,1,0.9022936420300576,0.9100385659350704,-0.007744923905012802,Sure Thing,0.9041066062191639,No Discount (Sure Thing),495029
3.7,31,401.05,29,1,1,0,0,0.9394081679034397,0.9460504010574907,-0.006642233154050992,Sure Thing,0.9458949018444577,No Discount (Sure Thing),512704
4.783333333333333,38,588.8,35,1,1,1,0,0.9322802257096583,0.9449094782224013,-0.01262925251274305,Sure Thing,0.9412700465277396,No Discount (Sure Thing),513237
2.216666666666667,18,404.08,50,1,0,1,0,0.893913073542047,0.9341734563159385,-0.040260382773891545,Do Not Disturb,0.9252949948500131,No Discount (Sure Thing),514675
3.216666666666667,26,107.52,43,0,0,1,0,0.9383831029271166,0.9510094509420849,-0.012626348014968314,Sure Thing,0.9489686251877564,No Discount (Sure Thing),518092
2.2666666666666666,18,328.79,46,1,0,1,1,0.8954313518125993,0.938782012597517,-0.04335066078491778,Do Not Disturb,0.9289911897923058,No Discount (Sure Thing),519896
4.15,33,95.48,46,1,1,1,0,0.9258328802899385,0.9492762695908453,-0.023443389300906836,Do Not Disturb,0.9469492407483178,No Discount (Sure Thing),520152
2.966666666666667,24,508.96,48,0,0,1,0,0.9435364256304841,0.949839573235241,-0.00630314760475692,Sure Thing,0.9482822056454262,No Discount (Sure Thing),520193
3.1,25,551.29,43,0,0,1,0,0.9397712740650942,0.949839573235241,-0.010068299170146844,Sure Thing,0.9473805719977776,No Discount (Sure Thing),521720
2.433333333333333,19,492.47,36,0,0,1,0,0.9384738365762695,0.9495200475372418,-0.011046210960972358,Sure Thing,0.9479124600630962,No Discount (Sure Thing),526855
2.066666666666667,17,313.98,42,0,0,1,1,0.8741358333933296,0.9134027591178847,-0.039266925724555146,Do Not Disturb,0.9060735548024874,No Discount (Sure Thing),527452
2.25,18,417.36,28,0,0,0,0,0.890383016741739,0.930340150414832,-0.03995713367309295,Do Not Disturb,0.9267030979018748,No Discount (Sure Thing),527690
1.45,12,162.01,49,0,0,0,0,0.008613636363636363,0.0016343161675943902,0.006979320196041973,Sure Thing,0.004991902708003415,No Action,533117
3.7,30,400.36,35,0,0,1,0,0.9401037305238212,0.9492037386333654,-0.009100008109544144,Sure Thing,0.9465051892838554,No Discount (Sure Thing),534747
4.1,33,597.43,50,0,0,0,0,0.9287771463971286,0.9467633490924936,-0.017986202695364994,Sure Thing,0.9456104295352682,No Discount (Sure Thing),536604
2.4,19,154.16,35,0,1,1,0,0.9326800074248578,0.9517290889185986,-0.01904908149374085,Sure Thing,0.949796911522277,No Discount (Sure Thing),538350
2.8833333333333333,23,863.88,62,1,1,1,0,0.9413521869439507,0.9413335658410543,1.8621102896410058e-05,Sure Thing,0.9460172238908433,No Discount (Sure Thing),540029
3.25,26,475.29,38,1,0,1,0,0.9382026452172935,0.9502938722201302,-0.012091227002836713,Sure Thing,0.9480932092681789,No Discount (Sure Thing),540656
1.9333333333333333,16,164.54,34,1,1,1,0,0.6453646040262097,0.7773452301456254,-0.13198062611941574,Do Not Disturb,0.7680637246845785,No Discount (Sure Thing),542918
2.2333333333333334,18,312.83,62,1,0,0,0,0.8921653816848267,0.9168172654230594,-0.024651883738232683,Do Not Disturb,0.8975433469891482,No Discount (Sure Thing),543237
4.833333333333333,39,596.04,42,1,1,1,1,0.9346321202515113,0.9447877237961562,-0.010155603544644842,Sure Thing,0.9420598285131742,No Discount (Sure Thing),547150
6.333333333333333,51,206.67,40,0,0,1,0,0.9134667699665348,0.9438535103552853,-0.030386740388750555,Do Not Disturb,0.9448091070404031,No Discount (Sure Thing),548672
2.0833333333333335,18,316.74,47,1,0,1,0,0.8917990079941128,0.9224423712041627,-0.0306433632100499,Do Not Disturb,0.9147409083569316,No Discount (Sure Thing),548988
2.0833333333333335,17,42.99,42,1,1,1,0,0.8920788020048321,0.9161932742708534,-0.02411447226602126,Do Not Disturb,0.9088943173413447,No Discount (Sure Thing),550200
2.8333333333333335,23,62.94,25,0,0,1,0,0.9470477325100721,0.9499505510370425,-0.0029028185269703854,Sure Thing,0.9475513791534651,No Discount (Sure Thing),552649
4.683333333333334,37,540.9,41,0,0,1,0,0.9303222462206214,0.946430789242067,-0.016108543021445598,Sure Thing,0.9445797216238856,No Discount (Sure Thing),560367
2.716666666666667,22,521.92,40,1,1,0,0,0.9415325701502155,0.9487220530003542,-0.007189482850138651,Sure Thing,0.9477474849837085,No Discount (Sure Thing),561707
2.2,17,170.85,38,0,0,1,0,0.8709173293313479,0.9209141750989857,-0.04999684576763774,Do Not Disturb,0.919432003883756,No Discount (Sure Thing),562398
3.3666666666666667,28,872.14,37,1,0,1,0,0.9370743476150757,0.9479264058705741,-0.010852058255498398,Sure Thing,0.9455538866396551,No Discount (Sure Thing),564100
3.3666666666666667,27,518.27,39,0,1,1,0,0.9398016670559489,0.9488074529609182,-0.009005785904969255,Sure Thing,0.9456939361265408,No Discount (Sure Thing),571637
2.5833333333333335,21,905.51,43,1,1,1,0,0.9259149865729115,0.9464712266741933,-0.020556240101281764,Do Not Disturb,0.9446287261965988,No Discount (Sure Thing),573378
2.6333333333333333,21,688.14,53,1,1,1,0,0.9441366214603235,0.9469670970314428,-0.002830475571119262,Sure Thing,0.948006000655894,No Discount (Sure Thing),583297
3.5,29,196.0,39,0,1,1,0,0.9370618832993849,0.9510868211563214,-0.014024937856936481,Sure Thing,0.9476210875530144,No Discount (Sure Thing),589306
4.016666666666667,33,301.34,53,1,0,0,1,0.9058777111327031,0.9465833923335397,-0.04070568120083662,Do Not Disturb,0.9455294628763721,No Discount (Sure Thing),595283
2.6166666666666667,21,537.0,28,1,1,1,0,0.9443607587273668,0.9443889600586927,-2.8201331325861112e-05,Sure Thing,0.9466433034403032,No Discount (Sure Thing),598715
2.6666666666666665,21,223.66,42,0,0,1,0,0.9386684866134477,0.9509297842254881,-0.012261297612040423,Sure Thing,0.9481534924595687,No Discount (Sure Thing),606333
3.3,26,264.94,35,1,1,1,0,0.9357770765200017,0.9492460536686178,-0.013468977148616057,Sure Thing,0.9474103720706016,No Discount (Sure Thing),607280
3.45,28,366.58,39,1,1,0,0,0.9369117408728559,0.9493536601097616,-0.01244191923690574,Sure Thing,0.9463536308716951,No Discount (Sure Thing),618392
4.666666666666667,38,283.28,27,0,1,1,0,0.9384062273250307,0.9444370615177908,-0.006030834192760182,Sure Thing,0.9427210039059362,No Discount (Sure Thing),618535
2.6166666666666667,21,580.79,16,0,0,1,1,0.9546805602476379,0.9017864513125399,0.05289410893509805,Persuadable,0.922987269952626,No Discount (Sure Thing),625398
